ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
IND,India,rural,Drinking water,2019,5.23727,46893835.99,Unimproved
IND,India,urban,Drinking water,2019,2.93665,13832569.64,Unimproved
IND,India,urban,Drinking water,2020,93.67004,451471140.8,At least basic
IND,India,rural,Hygiene,2020,60.01136,538916399.4,Basic service
IND,India,urban,Hygiene,2020,82.28007,396573725.3,Basic service
IND,India,rural,Sanitation,2020,16.4714,147917140.5,Basic service
IND,India,urban,Sanitation,2020,41.91782,202035622.9,Basic service
IND,India,rural,Drinking water,2020,32.70788,293724605.6,Basic service
IND,India,rural,Hygiene,2020,36.70025,329577040.8,Limited service
IND,India,urban,Hygiene,2020,16.05205,77367738.1,Limited service
IND,India,rural,Sanitation,2020,8.20529,73685509.6,Limited service
IND,India,urban,Sanitation,2020,19.35262,93275825.11,Limited service
IND,India,rural,Drinking water,2020,5.90221,53003262.82,Limited service
IND,India,urban,Drinking water,2020,3.27206,15770666.11,Limited service
IND,India,rural,Hygiene,2020,3.28839,29530560.68,No handwashing facility
IND,India,urban,Hygiene,2020,1.66788,8038856.513,No handwashing facility
IND,India,rural,Sanitation,2020,22.40818,201230816,Open defecation
IND,India,urban,Sanitation,2020,0.98789,4761411.352,Open defecation
IND,India,rural,Sanitation,2020,50.52029,453684325.1,Safely managed service
IND,India,urban,Sanitation,2020,37.31915,179870937,Safely managed service
IND,India,rural,Drinking water,2020,56.07462,503563580.4,Safely managed service
IND,India,rural,Drinking water,2020,0.73891,6635598.891,Surface water
IND,India,urban,Drinking water,2020,0.2373,1143740.042,Surface water
IND,India,rural,Sanitation,2020,2.39484,21506208.94,Unimproved
IND,India,urban,Sanitation,2020,0.42253,2036523.602,Unimproved
IND,India,rural,Drinking water,2020,4.57638,41096952.39,Unimproved
IND,India,urban,Drinking water,2020,2.82061,13594773.17,Unimproved
